user_id,name,review_count,average_stars,member_since
u_18737,Stacey,5,1.29,2020-02-02
u_18738,Pamela,56,4.31,2016-11-17
u_18739,Kristin,83,2.31,2024-05-16
u_18740,John,7,3.36,2017-05-03
u_18741,Susan,53,3.81,
u_18742,Brenda,44,1.57,2024-01-09
u_18744,Andrea,42,2.36,2022-09-11
u_18745,Virginia,18,2.11,2018-12-02
u_18746,Susan,6,2.89,2017-08-17
u_18747,James,4,4.13,2025-01-02
u_18748,Jose,69,2.64,2024-11-08
u_18749,Edgar,14,3.18,
u_18750,Sean,41,1.95,2017-01-03
u_18751,Vanessa,47,2.27,2023-09-02
u_18752,Shawn,97,4.77,2017-07-31
u_18754,Jeremy,21,4.55,2023-02-26
u_18755,Leslie,13,2.55,2020-08-04
u_18756,Brandon,66,1.12,2022-05-23
u_18757,Ronald,15,4.68,2017-08-22
u_18758,Christopher,80,2.6,2024-12-30
u_18759,Alex,99,4.21,2020-06-24
u_18760,Tonya,45,3.06,2017-01-31
u_18761,Victoria,84,4.57,2019-11-03
u_18762,Matthew,65,1.47,2016-08-11
u_18764,Timothy,3,4.47,2016-09-05
u_18765,Patrick,17,2.16,2020-08-14
u_18766,Mark,17,3.5,2023-06-09
u_18767,Jessica,84,1.22,2015-06-08
u_18768,Michelle,20,2.25,2021-12-08
u_18769,Christine,4,2.49,2022-01-22
u_18770,Michael,75,1.38,2018-12-03
u_18771,Richard,15,2.73,2025-02-12
u_18772,Hector,57,3.59,2022-08-30
u_18774,Margaret,27,2.88,2023-01-07
u_18775,Leslie,88,1.49,2018-12-27
u_18776,Jessica,20,1.32,2023-10-22
u_18777,James,79,4.29,2021-04-11
u_18778,Amy,6,3.24,2016-09-12
u_18779,John,18,4.0,2016-01-25
u_18780,Terry,86,1.13,2024-07-21
u_18781,Richard,49,2.77,2018-04-12
u_18782,Susan,85,4.62,2021-01-27
u_18783,Kimberly,24,3.83,2018-03-27
u_18784,Jessica,81,4.07,2020-11-18
u_18785,Roy,11,2.88,2021-07-13
u_18786,Brandon,18,3.98,2020-11-24
u_18787,Mason,35,3.69,2020-01-26
u_18788,Willie,55,1.53,2020-10-01
u_18789,Lindsay,95,1.36,2024-09-23
u_18790,Lindsay,28,1.71,2016-09-15
u_18791,Katie,88,1.32,2020-03-10
u_18792,Don,36,3.31,2018-12-04
u_18793,David,24,4.86,2015-06-29
u_18794,Antonio,33,4.09,2017-09-15
u_18795,Jose,94,3.98,2017-03-15
u_18796,Dustin,37,4.32,2017-12-03
u_18797,Alexandria,13,4.6,2022-01-02
u_18798,Michelle,16,2.22,2024-04-29
u_18799,Rachel,43,1.36,2022-05-30
u_18800,William,73,4.01,2015-09-05
u_18801,William,50,2.71,2021-12-14
u_18802,George,13,4.78,2024-07-12
u_18803,Stephen,71,4.73,2025-03-11
u_18804,Frank,35,4.9,2022-10-06
u_18805,Kelly,90,4.1,2016-08-28
u_18806,Susan,73,3.45,2018-12-15
u_18808,Scott,24,2.1,
u_18809,Jeffrey,97,1.01,2023-08-14
u_18810,Jonathan,85,2.84,2021-10-18
u_18811,Sarah,53,3.56,2020-09-15
u_18812,Ashlee,86,4.36,2022-07-23
u_18813,,39,1.2,2017-09-10
u_18814,Brian,19,1.18,2024-01-02
u_18815,Alexandra,44,4.75,2021-08-02
u_18816,Alec,46,1.81,2025-03-11
u_18817,Katherine,45,3.75,2023-10-15
u_18818,Kathryn,32,1.59,2023-05-10
u_18819,Kathryn,5,4.6,2017-11-03
u_18820,Christopher,76,3.99,2016-09-26
u_18821,Caleb,6,1.22,2017-06-02
u_18822,Samuel,82,2.09,2017-12-21
u_18823,Sarah,7,4.88,2015-05-04
u_18824,Melissa,83,4.38,2015-05-09
u_18825,Dylan,15,1.19,2017-10-03
u_18826,Penny,73,2.23,2023-06-02
u_18827,Matthew,20,2.32,2017-02-18
u_18829,Brian,84,2.1,2015-09-27
u_18830,Andrew,4,4.32,
u_18831,Michael,74,2.88,2023-02-14
u_18832,Michelle,40,1.05,2016-05-01
u_18833,Richard,65,2.56,2020-07-09
u_18834,Debra,35,3.37,2023-02-27
u_18836,,44,1.39,2017-04-16
u_18837,Kristen,7,2.99,2016-11-04
u_18838,Pam,22,2.72,2023-07-22
u_18839,Luis,23,1.7,2022-01-22
u_18840,Frederick,65,1.72,2020-06-07
u_18841,John,88,4.89,2017-01-09
u_18842,Kelly,20,2.65,2016-12-16
u_18843,Rachel,32,3.56,2024-01-29
u_18844,Eric,95,1.82,2018-04-15
u_18845,Eric,97,4.83,2024-10-02
u_18846,Cody,36,4.79,2020-09-22
u_18847,Patrick,18,4.17,2023-06-18
u_18848,Devon,97,2.74,2015-12-05
u_18849,Matthew,33,2.66,2022-04-17
u_18850,William,69,4.56,2024-06-27
u_18851,Charles,82,4.47,2024-10-17
u_18852,Timothy,9,4.7,2017-01-24
u_18853,Lindsey,42,2.09,2020-12-29
u_18854,Joseph,95,3.65,2018-06-24
u_18855,Daniel,71,3.69,2024-02-13
u_18856,Craig,79,2.44,2016-05-01
u_18858,Tara,46,1.42,2021-05-14
u_18860,Maria,24,2.37,2016-06-29
u_18861,Garrett,72,4.56,2020-03-20
u_18862,Jeffrey,69,2.15,2023-12-20
u_18863,Christine,23,1.81,2024-09-19
u_18864,Justin,55,2.57,2022-01-02
u_18865,Bruce,98,3.9,2024-05-12
u_18866,Andrea,15,3.48,2021-12-13
u_18867,Victoria,51,1.6,2022-06-29
u_18868,James,50,4.92,2015-10-13
u_18870,Melissa,83,2.09,2020-02-21
u_18871,Cory,25,3.12,2024-12-27
u_18872,Marie,39,1.91,2020-03-31
u_18873,Luis,68,4.97,2021-01-15
u_18874,Larry,46,2.39,2024-09-15
u_18875,Jose,72,4.61,2015-08-03
u_18876,Donald,93,2.72,2020-09-30
u_18877,Adrian,13,3.86,2023-09-29
u_18878,Jeremy,38,4.62,2023-03-26
u_18879,Rita,36,3.48,2021-06-04
u_18880,Mark,37,1.92,2019-03-09
u_18881,Susan,42,4.19,2019-03-02
u_18882,Steven,95,4.64,2018-09-04
u_18883,Patrick,19,1.36,2020-06-28
u_18884,Rebecca,37,2.49,2021-05-12
u_18885,Mallory,89,4.97,2022-09-30
u_18886,Sandra,65,3.61,2015-07-21
u_18887,Travis,85,1.7,2018-12-11
u_18888,John,39,4.37,2017-09-11
u_18889,Nicholas,26,2.88,2021-06-10
u_18890,Jessica,42,4.45,2020-11-10
u_18891,Samuel,62,4.05,2017-10-03
u_18892,Jennifer,53,3.89,2019-02-13
u_18893,Robert,67,2.08,2024-11-11
u_18894,William,50,3.23,2019-02-04
u_18895,Jeffrey,69,4.42,2022-11-13
u_18896,Amy,29,4.42,2024-04-17
u_18897,Brent,97,1.68,
u_18898,Robert,2,2.6,2020-02-23
u_18899,Tina,18,2.84,2021-10-12
u_18900,Kristen,60,2.92,2020-09-07
u_18901,,14,2.83,2018-10-31
u_18902,Chad,40,1.38,2017-03-23
u_18903,Christina,64,4.61,2020-10-24
u_18904,Angela,30,4.13,2017-03-17
u_18905,Charles,29,2.73,2024-06-13
u_18906,Madeline,29,4.81,2017-01-27
u_18907,Gabriel,19,3.17,2021-07-13
u_18908,Melissa,90,1.23,2022-03-31
u_18909,Martha,58,2.77,2018-10-09
u_18910,Sharon,40,1.83,2015-07-23
u_18911,Aaron,9,4.99,2020-02-24
u_18912,Paula,77,1.5,2015-10-03
u_18913,Gregory,31,2.22,2021-08-20
u_18914,Kristin,78,3.71,
u_18915,George,95,1.89,2024-08-25
u_18916,Daniel,15,1.45,2020-09-14
u_18917,Heather,34,2.54,2023-05-29
u_18918,Jacqueline,62,4.58,2016-05-26
u_18919,Gregory,74,3.31,2022-12-02
u_18920,Justin,57,3.98,2016-09-17
u_18921,Nicole,21,2.14,2015-08-29
u_18922,Nicholas,54,4.57,2020-02-23
u_18923,Tracey,89,3.24,2018-05-29
u_18924,,37,2.42,2023-02-05
u_18925,Jeffrey,40,3.62,2020-12-25
u_18926,Alexandra,20,2.63,2022-09-26
u_18927,Rebecca,71,2.11,2022-12-25
u_18928,Robert,18,4.07,2023-06-02
u_18929,Connor,44,1.43,2022-09-12
u_18930,Eugene,56,3.66,2016-10-08
u_18931,David,90,3.1,2016-12-24
u_18932,,17,3.05,2021-12-05
u_18933,Veronica,42,2.37,2022-05-13
u_18934,Vincent,71,2.1,2017-12-22
u_18935,Angela,28,3.76,2015-07-23
u_18936,Kimberly,21,4.24,2017-11-01
u_18937,Samuel,37,2.54,2023-03-26
u_18938,Jonathan,23,1.58,2018-02-24
u_18939,Amber,48,1.09,2015-04-23
u_18940,Jason,59,3.32,2022-09-26
u_18941,Dawn,74,2.0,2022-11-03
u_18942,Samuel,52,2.65,2022-11-24
u_18943,Mary,17,3.23,2016-03-13
u_18944,Ann,38,3.89,2017-10-27
u_18945,Tiffany,1,2.69,2023-06-06
u_18946,Sherry,75,3.81,2025-04-07
u_18947,Eric,33,4.65,2024-11-17
u_18948,Andrew,95,2.11,2024-02-09
u_18949,Jessica,44,3.79,2016-01-30
u_18950,Mary,88,2.22,2018-03-06
u_18951,Zachary,20,1.27,2025-02-14
u_18952,Michael,47,1.33,2017-09-06
u_18953,Scott,69,3.81,2024-08-17
u_18954,Brooke,42,1.6,2020-05-22
u_18955,Donna,26,4.99,2023-03-27
u_18956,Alexander,49,3.17,2023-06-16
u_18957,Cameron,71,2.25,2018-03-14
u_18958,Brenda,91,3.42,2015-12-25
u_18959,Jennifer,18,1.36,2021-09-18
u_18960,Timothy,95,1.21,2024-05-07
u_18961,Peter,9,3.15,2017-03-04
u_18962,Henry,66,1.72,2016-12-15
u_18963,Victoria,60,1.29,2016-06-05
u_18964,Ryan,37,3.51,2022-02-06
u_18965,Linda,47,2.8,2021-10-31
u_18966,Maria,29,2.99,2021-12-17
u_18967,Virginia,98,4.06,2024-05-22
u_18968,Miranda,63,3.75,2016-02-04
u_18969,Cynthia,15,4.22,2025-03-20
u_18970,,9,1.35,2016-03-17
u_18971,Aaron,80,1.33,2019-05-24
u_18972,Laura,66,3.31,2016-03-26
u_18973,Zoe,1,4.69,2016-12-25
u_18974,Lawrence,9,3.98,2019-08-15
u_18975,Philip,57,3.81,2018-05-22
u_18976,Michael,56,2.42,2021-07-08
u_18977,Vanessa,20,3.28,2024-01-14
u_18978,Lisa,2,3.78,2018-01-12
u_18979,Anthony,1,3.02,2020-08-13
u_18980,Christopher,74,1.92,2025-04-03
u_18981,,87,3.72,2015-06-14
u_18982,Andre,54,3.06,2025-02-24
u_18983,Eric,19,2.0,2023-02-04
u_18984,Veronica,18,3.11,2021-05-20
u_18986,Aaron,52,1.27,2018-04-25
u_18987,Melissa,86,2.89,2015-06-25
u_18988,Michael,20,4.88,2015-11-21
u_18989,Sherri,11,2.0,2020-11-10
u_18990,Michael,73,2.76,2018-10-19
u_18991,Lauren,79,4.29,2020-09-03
u_18992,Sarah,60,4.8,2020-11-19
u_18993,Debra,16,1.22,2021-09-05
u_18994,Dana,13,4.0,2019-10-25
u_18995,Heather,53,2.29,2022-09-24
u_18996,Keith,6,1.43,2024-02-09
u_18997,John,25,4.02,2018-01-27
u_18998,Randy,63,2.88,2017-06-20
u_18999,Jose,47,1.83,2022-08-20
u_19000,Kelly,15,3.87,2018-11-18
u_19001,Tina,54,1.88,2019-03-01
u_19002,Albert,82,3.52,2018-03-16
u_19003,Kathryn,43,2.34,2023-04-28
u_19004,Mary,97,1.91,2020-06-16
u_19005,Lisa,14,1.16,2015-11-13
u_19006,Veronica,34,1.63,2017-02-03
u_19007,Scott,2,4.74,2018-10-06
u_19008,Julie,20,2.8,2023-02-22
u_19009,Kenneth,16,4.38,2021-09-27
u_19010,Elizabeth,67,4.04,2015-06-25
u_19011,Kaitlin,30,3.77,2022-06-25
u_19013,Peter,51,1.67,2021-05-14
u_19014,Michele,87,1.99,2015-12-28
u_19015,Brian,3,4.11,2016-01-10
u_19016,Luis,77,3.67,2017-01-24
u_19017,Julie,51,4.25,
u_19018,Matthew,46,3.74,2024-09-15
u_19019,Mary,40,4.14,2017-11-22
u_19020,Michael,29,3.33,2021-05-02
u_19021,Ian,23,4.27,2024-02-10
u_19022,Matthew,17,2.29,2022-08-13
u_19024,Margaret,93,1.81,2020-06-05
u_19025,Dalton,69,1.61,2016-03-15
u_19026,Randall,85,2.89,2018-06-20
u_19027,Theodore,66,4.62,
u_19028,Kelly,23,2.24,2020-11-03
u_19029,Timothy,75,3.07,2016-05-08
u_19031,Joseph,23,4.48,
u_19032,Patricia,7,2.11,2015-12-23
u_19033,Angela,43,3.09,2017-04-09
u_19034,Anne,62,2.03,
u_19035,Thomas,34,2.68,2018-05-19
u_19036,Alice,51,2.57,2019-09-30
u_19037,Theresa,44,1.26,2016-11-09
u_19038,Matthew,70,1.11,2024-02-22
u_19039,Regina,80,3.47,2024-01-18
u_19040,Jennifer,55,1.69,2016-08-18
u_19041,Daniel,66,1.59,2023-03-02
u_19042,Jason,96,2.43,2023-01-11
u_19043,,58,1.93,2018-02-21
u_19045,David,61,3.6,2024-01-07
u_19046,Richard,38,4.85,2018-03-08
u_19047,Matthew,28,2.61,2015-10-27
u_19048,Emily,57,1.11,2022-05-31
u_19049,Joshua,41,4.39,2024-08-22
u_19050,Peter,73,1.49,2022-09-29
u_19051,John,89,2.08,2015-12-15
u_19052,Wayne,50,3.52,2023-09-04
u_19053,Jessica,90,2.85,2019-10-12
u_19054,Billy,90,3.77,2020-12-27
u_19055,Lisa,61,1.78,2023-01-05
u_19056,David,69,3.34,2024-04-09
u_19057,Stephanie,63,2.82,2020-11-09
u_19058,Robert,81,3.35,
u_19059,Kari,26,4.53,2020-02-05
u_19060,Randy,26,3.13,2016-10-29
u_19061,Vanessa,73,3.96,2017-10-01
u_19062,Cynthia,23,3.98,2016-09-13
u_19063,Amy,52,3.65,2015-11-21
u_19064,Sergio,88,2.93,2017-01-06
u_19065,Timothy,73,1.01,2019-07-04
u_19066,Jennifer,74,1.48,2019-10-02
u_19067,Steven,70,3.17,2022-12-04
u_19068,Matthew,4,1.18,2018-12-15
u_19069,Kaitlyn,1,1.18,2015-12-14
u_19070,Virginia,6,1.5,2015-10-26
u_19071,Angelica,56,1.93,2016-12-28
u_19072,Nicole,29,5.0,2023-07-25
u_19073,Steven,3,1.48,2025-04-10
u_19074,Christian,88,2.08,2021-06-13
u_19076,Jessica,9,3.71,2024-09-24
u_19077,Kevin,81,4.5,2017-09-28
u_19078,Amanda,59,3.44,2025-02-19
u_19079,Daniel,38,2.06,2024-03-29
u_19081,Nancy,50,4.32,2025-03-26
u_19082,Donald,14,1.39,2024-10-02
u_19083,Darlene,45,2.92,2022-09-04
u_19084,Donna,33,2.93,2017-01-13
u_19085,Laura,20,3.96,2021-12-17
u_19086,David,34,4.98,2020-12-27
u_19087,Erin,67,2.99,2021-07-08
u_19088,Elizabeth,84,4.1,2018-11-24
u_19089,Lisa,67,4.41,2015-04-23
u_19090,Colton,70,1.14,2019-08-10
u_19091,Frederick,93,3.54,2016-04-30
u_19092,Jessica,39,4.54,2021-04-27
u_19093,Zachary,43,3.88,2024-09-28
u_19094,Robert,95,4.09,2018-12-08
u_19095,Mary,39,4.24,2020-08-14
u_19096,Joel,85,1.08,2019-03-09
u_19097,Sara,44,4.72,2018-10-01
u_19098,Christopher,1,4.62,2020-02-29
u_19099,Rachel,97,3.41,2018-01-19
u_19100,Jill,50,2.4,2020-11-07
u_19101,Krystal,74,2.48,2022-08-22
u_19102,Joanna,62,3.14,2024-04-04
u_19103,Gregory,90,2.17,2024-10-28
u_19105,Kimberly,78,3.47,2021-09-27
u_19106,Timothy,8,3.91,2016-02-07
u_19107,Steven,48,1.26,2016-08-31
u_19108,Cynthia,96,1.27,2017-09-24
u_19109,Rebekah,41,4.69,
u_19110,Julie,36,3.98,2020-04-12
u_19111,Malik,91,2.37,2025-02-08
u_19112,Ryan,57,1.1,2021-07-17
u_19113,Michael,97,3.44,2025-04-12
u_19114,Lisa,85,2.0,2024-03-16
u_19115,Virginia,90,1.23,2015-07-12
u_19116,Tracey,78,4.02,2019-08-09
u_19117,Daniel,43,4.91,2015-09-25
u_19119,Wendy,92,1.45,2015-10-19
u_19120,Latasha,85,2.47,2017-05-16
u_19122,Brittany,29,2.5,2021-06-28
u_19123,Margaret,38,3.23,2020-07-12
u_19124,Melinda,34,3.54,2022-01-22
u_19125,Bryan,65,2.23,2016-11-02
u_19126,Kyle,20,3.7,2018-02-09
u_19127,Daniel,26,3.74,2022-10-06
u_19128,Megan,27,4.97,2021-10-30
u_19129,Natalie,23,2.92,2024-07-04
u_19130,Robert,71,2.31,2018-06-29
u_19131,Leah,22,4.43,2020-01-01
u_19132,Jessica,47,1.67,2021-08-25
u_19133,Austin,99,2.79,2023-01-15
u_19134,,68,3.51,2022-05-22
u_19135,Michael,93,1.57,2022-02-19
u_19136,Kimberly,67,1.22,2022-02-21
u_19137,Rachel,66,2.59,2020-04-26
u_19138,,69,2.4,2017-06-24
u_19139,Rebecca,82,3.98,2022-06-13
u_19140,Alex,98,3.13,2019-03-21
u_19141,Denise,15,1.09,2018-12-28
u_19142,Sally,44,4.68,2023-12-13
u_19143,Joseph,51,4.44,2023-01-16
u_19144,Michael,65,1.3,2016-06-02
u_19145,April,86,2.02,2019-02-21
u_19146,Michael,25,3.5,2016-09-07
u_19147,Daniel,61,1.72,2016-06-08
u_19148,Steven,17,4.9,2016-04-28
u_19149,Laura,97,2.68,2022-01-05
u_19150,Melanie,52,3.82,2018-12-11
u_19151,Dawn,58,3.04,2021-12-28
u_19152,Tara,81,2.23,2017-10-07
u_19153,Gary,57,3.79,2017-04-16
u_19154,Miranda,38,2.9,2017-09-17
u_19155,Cynthia,69,3.54,2024-12-16
u_19156,Patricia,37,2.57,2017-08-28
u_19157,Edward,75,4.99,2024-09-26
u_19158,Sharon,76,1.83,2017-02-09
u_19159,Nancy,34,1.73,2022-12-24
u_19160,Robert,35,1.04,2024-07-25
u_19161,Cheyenne,60,4.48,2023-01-25
u_19162,Austin,39,1.63,2016-08-02
u_19163,Cynthia,46,1.99,2016-08-17
u_19164,Tyler,16,1.83,2023-05-27
u_19165,Dakota,88,4.92,2020-11-05
u_19166,Evelyn,31,4.41,2018-10-22
u_19167,Jennifer,14,4.0,2018-09-29
u_19168,Shawn,47,2.55,2016-09-15
u_19169,Lisa,32,1.03,2022-07-25
u_19170,Kenneth,77,4.87,2016-08-10
u_19171,Kimberly,17,1.81,2017-01-26
u_19172,Melissa,56,1.26,
u_19174,Ashley,42,2.11,2023-08-27
u_19175,Kelly,82,4.78,2016-09-21
u_19176,Eddie,19,1.11,2015-04-25
u_19177,Wayne,7,4.92,2022-05-15
u_19178,Karen,55,3.35,2016-12-05
u_19179,George,30,2.2,2019-06-01
u_19180,Morgan,76,4.47,2018-05-13
u_19181,Amy,75,2.67,2016-09-02
u_19182,Kathy,29,3.13,2018-05-12
u_19183,Pamela,67,1.57,2023-02-26
u_19184,Alexander,34,4.52,2021-03-24
u_19185,Bobby,34,4.51,2016-04-25
u_19186,Kyle,95,4.01,2024-01-30
u_19187,Bianca,86,3.9,2021-10-02
u_19188,Brandon,2,1.8,2023-10-19
u_19189,Jennifer,27,2.77,2016-04-08
u_19190,Robert,47,1.37,2022-06-26
u_19191,Amanda,96,3.37,2021-10-28
u_19192,Lauren,57,1.84,2018-10-11
u_19193,Michelle,99,2.19,2023-10-31
u_19194,Timothy,17,4.26,2022-08-16
u_19195,Jon,98,4.94,2024-03-30
u_19196,Tammy,26,2.52,2022-04-10
u_19197,Rebecca,10,4.18,2015-09-23
u_19198,Tina,39,1.53,2020-04-26
u_19199,Kevin,9,3.12,2019-07-23
u_19200,Lori,25,3.2,2024-05-29
u_19201,James,20,4.55,2015-04-22
u_19202,Eric,15,1.97,2022-07-13
u_19203,Brittany,91,1.26,2020-10-20
u_19204,Vincent,11,2.4,2016-01-16
u_19205,James,16,3.98,2019-10-23
u_19206,Stephen,94,1.18,2015-04-18
u_19207,Eileen,22,1.58,2019-09-25
u_19208,Nancy,62,1.18,2015-12-10
u_19209,Shannon,24,2.99,2019-03-30
u_19210,Wendy,88,4.3,2018-02-27
u_19211,Sue,36,2.07,2016-02-01
u_19212,Neil,18,1.13,2015-06-18
u_19213,Cindy,20,1.71,2025-03-11
u_19214,Jessica,8,1.33,2022-01-23
u_19215,Nicole,15,3.21,2019-10-17
u_19216,Laura,77,3.0,2020-02-02
u_19217,Shawn,78,1.98,2016-11-03
u_19218,Brandi,47,4.37,2022-02-02
u_19219,John,88,2.64,2015-11-12
u_19220,Katie,24,4.88,2022-09-06
u_19221,Emily,47,1.93,2020-11-04
u_19222,Robin,18,3.49,2022-01-04
u_19223,Jessica,32,4.18,2024-08-07
u_19224,Brian,99,1.76,2024-12-05
u_19225,Karen,84,4.17,2024-01-28
u_19226,Janice,42,4.54,2023-09-06
u_19227,Nathan,96,3.67,2022-05-08
u_19228,Robin,37,4.58,2020-08-20
u_19229,Kari,33,2.57,2016-02-02
u_19230,Tyrone,1,2.61,2021-11-14
u_19231,Nicole,92,1.07,2019-10-11
u_19232,Jessica,27,4.2,2015-09-15
u_19233,Thomas,17,1.13,2022-06-23
u_19234,Rachel,46,2.06,2015-04-21
u_19235,,79,3.48,2016-12-12
u_19236,,78,3.43,2016-04-22
u_19237,Gregory,95,2.92,2017-10-04
u_19238,Douglas,34,3.47,2019-08-12
u_19239,Alicia,3,2.29,2022-07-02
u_19240,Eric,56,1.81,2017-09-03
u_19241,Melissa,12,2.17,2024-06-14
u_19242,Crystal,26,1.99,2022-02-01
u_19243,Ashley,24,2.72,2020-03-28
u_19244,Michele,60,4.03,2015-12-27
u_19245,,58,2.3,2023-03-31
u_19246,Michael,63,2.42,2020-05-21
u_19247,Tina,98,3.79,2019-02-15
u_19248,,8,4.65,2023-04-02
u_19249,Jared,76,2.04,2020-03-25
u_19250,Zachary,73,3.94,2020-10-14
u_19251,Bryan,26,3.5,2024-09-16
u_19252,Sandy,58,3.09,2020-09-28
u_19253,Katie,38,1.08,2024-02-08
u_19254,Zachary,49,2.52,
u_19255,Samantha,43,1.82,2016-03-20
u_19256,Amber,59,1.56,2019-04-15
u_19257,Rachel,83,2.1,2017-01-09
u_19258,James,21,3.61,2020-11-20
u_19259,Andrew,13,3.15,2017-05-20
u_19260,Jessica,99,2.75,2025-03-30
u_19261,Wendy,3,1.58,2020-04-07
u_19262,Cory,89,4.11,2016-11-13
u_19263,Rhonda,32,2.92,2019-04-03
u_19264,Roger,21,3.58,2021-06-25
u_19265,Jason,14,1.15,2024-01-24
u_19266,,95,4.57,2022-11-11
u_19267,Brady,8,3.07,2019-03-21
u_19268,Philip,7,2.4,2024-03-06
u_19269,Gloria,99,4.31,2025-02-18
u_19270,Sandra,83,4.25,2019-01-25
u_19271,Sonya,59,1.88,2017-02-23
u_19272,Kelly,2,2.48,2017-11-11
u_19273,Angela,69,3.42,2017-10-20
u_19274,Susan,44,4.99,2022-12-02
u_19275,Heather,66,4.15,2023-07-08
u_19277,Christopher,79,3.94,2017-09-25
u_19278,Janice,16,2.96,2016-11-20
u_19279,David,12,1.07,2018-04-16
u_19280,Allison,60,2.81,2019-05-25
u_19281,Kevin,86,2.31,
u_19282,William,92,1.42,2016-10-21
u_19283,Catherine,54,3.13,2021-02-12
u_19284,Robert,40,4.77,2015-09-03
u_19285,Edward,43,4.5,2017-05-25
u_19286,April,22,3.24,2022-10-31
u_19287,Kevin,4,1.83,2022-05-16
u_19288,Jeffrey,76,1.46,2025-01-24
u_19289,Allison,21,3.74,2025-01-05
u_19290,Tammy,91,2.57,2016-10-28
u_19291,Catherine,23,3.09,2018-11-04
u_19292,Charles,42,4.11,2020-07-07
u_19293,Stephen,91,3.41,2022-09-25
u_19295,George,16,4.94,2017-03-02
u_19296,Ryan,96,1.58,2021-07-15
u_19297,James,36,4.92,2021-05-04
u_19298,Chelsea,17,3.03,
u_19299,Michael,54,4.36,2017-05-04
u_19300,Caroline,82,1.5,2018-09-24
u_19301,Judy,91,4.45,2018-07-14
u_19302,Daniel,7,1.52,2015-09-11
u_19303,Philip,41,4.56,2023-05-24
u_19304,Sarah,62,2.77,2017-07-25
u_19305,Carol,84,4.45,2024-11-01
u_19306,John,57,2.1,2021-04-04
u_19307,Stephanie,99,3.83,2018-10-15
u_19308,Zoe,33,4.1,2020-12-01
u_19309,Susan,26,3.0,2022-03-28
u_19310,Kim,88,4.46,2019-09-23
u_19311,Mark,24,3.73,2018-08-01
u_19312,Kyle,31,2.26,2017-10-19
u_19313,Christopher,27,4.72,2018-06-16
u_19314,Bradley,49,2.36,2020-05-08
u_19315,Anthony,73,3.92,2017-03-18
u_19316,David,66,3.77,2023-01-22
u_19317,Beverly,70,1.53,2024-02-12
u_19318,Vanessa,31,2.71,2017-02-21
u_19319,Daniel,25,3.3,2016-04-11
u_19320,Jo,16,1.75,2020-03-29
u_19321,Joshua,6,1.4,2022-12-14
u_19322,Lisa,87,3.18,2024-04-03
u_19323,Kevin,69,1.61,2022-11-07
u_19324,Samantha,17,4.15,2024-09-29
u_19325,Monica,9,4.42,2022-07-14
u_19326,Timothy,90,1.38,2016-06-27
u_19327,Kelly,62,3.81,2022-08-26
u_19328,Joshua,13,3.93,2024-06-01
u_19329,,7,1.26,2016-04-18
u_19330,,18,3.39,2022-03-10
u_19331,Andrew,45,3.49,2016-07-31
u_19332,Daniel,24,3.05,2016-04-02
u_19333,Amy,55,3.76,2025-04-04
u_19334,Tyler,32,1.99,2020-03-26
u_19335,Katherine,7,2.05,2017-04-10
u_19336,Jasmine,20,4.7,2023-08-05
u_19337,Gerald,98,3.72,2017-11-06
u_19338,Eugene,19,2.59,2023-07-28
u_19339,,62,3.69,2016-11-11
u_19340,,14,3.99,2017-12-06
u_19341,Gavin,32,2.21,2017-10-06
u_19342,Lauren,9,3.08,2016-10-08
u_19343,Tyler,49,1.46,2016-02-27
u_19344,Sarah,90,3.4,2015-11-10
u_19345,,84,3.75,2016-03-06
u_19346,Jason,93,3.97,2023-05-11
u_19347,Kenneth,16,4.84,2024-05-24
u_19348,Christopher,95,1.67,2016-11-28
u_19349,Jennifer,24,1.28,2022-03-07
u_19350,Karina,30,4.77,2021-05-04
u_19351,Craig,8,3.59,2019-06-05
u_19352,Jose,90,3.25,2022-06-28
u_19353,John,79,2.69,2015-05-07
u_19354,Michael,10,2.76,2020-02-10
u_19356,Thomas,24,3.5,2022-04-23
u_19357,Amy,8,1.06,2020-07-01
u_19358,Christopher,1,3.18,
u_19359,Sherri,74,1.23,2020-08-12
u_19360,Nicole,87,3.9,2021-12-10
u_19361,Andrew,74,4.85,2022-01-23
u_19362,Jacob,33,1.74,2019-02-27
u_19363,Robert,31,2.1,2024-04-18
u_19364,,77,3.15,2019-01-26
u_19365,Matthew,62,2.96,2020-09-20
u_19366,Alicia,35,4.27,2016-06-06
u_19367,Dustin,44,1.5,2018-05-16
u_19368,Gail,47,3.21,2020-07-17
u_19369,Dylan,32,4.69,2019-10-11
u_19370,Robert,63,3.67,2020-03-15
u_19371,,22,2.08,2025-02-06
u_19372,Eric,7,1.25,2023-02-01
u_19373,Jeffrey,6,2.68,2023-09-02
u_19374,Christine,41,2.87,2020-07-08
u_19375,Rebecca,80,1.53,2021-10-30
u_19376,,12,2.92,2016-01-28
u_19377,Andrew,73,3.71,2023-01-18
u_19378,Gregory,40,2.9,2019-01-01
u_19379,Victoria,69,1.91,2016-10-27
u_19380,Eric,58,4.83,2022-12-19
u_19381,Jessica,3,1.46,2022-11-15
u_19383,Laura,74,3.92,2020-12-14
u_19384,Nicole,8,2.08,2021-02-14
u_19385,Carlos,73,2.52,2016-09-28
u_19386,Carolyn,13,2.75,2022-01-08
u_19387,Michelle,56,3.59,2019-09-28
