business_id,name,city,state,business avg stars,review_count,categories,business_group
b_8054,"Lopez, Morrow and Fuller",Camachobury,ID,4.2,121,might,B
b_8056,Edwards-Cole,Clarkestad,IN,2.3,354,"sense, alone, however",B
b_8057,"Patel, Thompson and Ford",Knightstad,DE,1.9,496,consumer,B
b_8058,Kelly-Snow,South James,NE,2.9,40,"table, relate",A
b_8059,Knight-Schroeder,West Katherine,GA,3.2,152,"medical, begin",B
b_8060,Herman-Small,Lewisshire,ND,3.5,376,"yet, change, list",B
b_8061,Williams-Brown,,NJ,2.0,307,"describe, lead",
b_8062,Patrick-Kerr,Williamsland,NE,4.8,236,"all, thought, officer",B
b_8063,"Jackson, Vaughn and Garrison",Carneyland,NY,1.7,367,"not, reveal, decide",B
b_8064,"Stanley, Young and Reed",North Courtney,NC,4.9,259,"treat, old",B
b_8065,Mann Ltd,Lake Amy,WI,1.1,59,"us, material",B
b_8066,Burns-Palmer,East Aprilfort,NJ,2.9,223,"likely, fear",B
b_8067,Adams-Castillo,Lake Eric,NE,2.3,389,"determine, charge",B
b_8068,"Proctor, Rivera and Pearson",Lake Williamfort,LA,2.8,398,"morning, major",A
b_8069,"Bailey, Stephens and Schneider",West Markmouth,VT,3.3,441,line,A
b_8070,Lopez-Schmidt,Lake Kaylatown,DC,2.7,278,trouble,B
b_8071,"Sanders, Vasquez and Mathews",Williamsville,AR,2.7,297,"involve, determine, build",B
b_8072,"Lane, Vasquez and Miller",Jodifurt,MT,3.9,204,"door, people, every",B
b_8073,Anderson LLC,Stephenmouth,TX,3.7,263,"military, red, never",B
b_8074,Taylor PLC,Caitlinchester,MD,4.3,88,,B
b_8075,Campbell-Morris,Stacychester,DE,2.0,484,"cover, fund, leader",A
b_8076,Brown-Hartman,Lake Annashire,MI,3.4,253,"billion, beyond, among",B
b_8077,"Torres, Lara and Rogers",Smithville,NV,3.3,100,"bag, season",
b_8078,,New Roger,WI,2.5,423,shake,B
b_8079,White-Johnson,Brianhaven,VT,2.9,15,"campaign, blood, offer",B
b_8080,Mendoza Inc,South Meredith,OK,2.3,290,"right, week",B
b_8082,Hines-Valenzuela,West Chrismouth,CO,1.9,455,news,A
b_8083,White-Garcia,Patriciahaven,KS,1.4,159,"arrive, several, land",A
b_8084,"Galloway, Myers and Edwards",Stephanieland,VT,3.7,333,perform,A
b_8085,Davis-Mosley,East Samanthafort,OH,3.6,408,"sometimes, fish, use",A
b_8086,Chang-Gonzalez,East Maryton,IN,4.8,291,"meet, model",A
b_8087,Hawkins-Carpenter,Amandaborough,MO,3.9,200,"shoulder, mean, focus",B
b_8088,Hogan-Dalton,Dustinhaven,KY,1.2,283,"black, meeting, bill",B
b_8089,Walker-Heath,Padillafurt,WI,4.5,82,it,A
b_8090,Anderson-Johnson,Richardshire,CO,4.5,456,"table, theory",B
b_8091,"Patterson, Meyer and Peterson",East Eric,KS,2.8,327,"before, interesting",B
b_8092,"Smith, Martinez and Thomas",North Nancyview,MT,3.3,77,you,B
b_8093,Davis Group,Bradleyfort,ID,4.9,313,clearly,A
b_8094,"Clark, Garcia and Cook",North Mikeshire,AR,3.1,443,"decide, skin, actually",A
b_8095,"Zavala, Holloway and Hayes",Alyssaton,ID,4.6,72,weight,A
b_8096,Johnson-Pearson,Davidhaven,NY,1.3,462,"wait, poor",A
b_8097,Lee Group,Port Mandy,FL,1.8,143,"difference, else",B
b_8098,Ramos-Murillo,Helenchester,NH,2.8,451,voice,B
b_8099,,Dunnburgh,NM,3.3,316,"receive, fight, attention",B
b_8100,"Arnold, Smith and Becker",Port Feliciaside,AK,4.3,277,"talk, chance",B
b_8101,"Mccoy, Welch and Fleming",Port Debra,MD,5.0,232,"nation, black",B
b_8102,"Newman, Casey and Hill",,MN,2.6,440,"authority, information",B
b_8103,Hamilton-Martin,Lake Johntown,NY,1.2,135,thought,A
b_8104,"Allen, Carter and Martinez",Nicholasburgh,NM,4.2,274,"treatment, central, media",B
b_8105,Vargas-Williams,East Michaelberg,CO,3.4,16,read,B
b_8106,Vargas Ltd,Diamondstad,OK,1.8,422,"industry, his, current",B
b_8107,Gibbs-Chapman,Frankfort,ID,3.0,215,experience,B
b_8108,"Mcdonald, Long and Schmidt",Travismouth,OR,4.0,188,"information, catch, great",B
b_8109,Jones-Bridges,South Robin,AK,4.1,477,"business, stage, number",A
b_8110,Simon Group,New Natalieside,AR,3.0,192,return,B
b_8111,"Allen, Henry and Johnson",Melodyfort,VA,2.2,489,"personal, cultural, him",B
b_8112,"Sosa, Herrera and Cooke",Floresside,FL,4.9,452,"task, throughout",A
b_8113,"Olson, Huynh and Johnson",Colinland,ID,3.7,449,"play, full",A
b_8114,Clark-Bailey,New Carrie,MO,2.6,415,yourself,B
b_8115,"Beltran, Martinez and Sanchez",Julieberg,VA,2.1,237,"mouth, region",B
b_8116,"Yu, Conway and Khan",Sancheztown,OH,3.9,245,"investment, thousand, not",A
b_8117,Adams-Hartman,North Staceyburgh,ND,2.0,155,treat,B
b_8118,"Campbell, Jones and Barnett",Kirstenport,IL,1.7,67,"need, such",A
b_8119,Scott PLC,Jonesfurt,WA,3.1,305,picture,A
b_8120,Malone-Sanchez,East David,ME,2.2,250,"but, wish, painting",A
b_8121,Shah-Flores,Elizabethhaven,SC,3.5,354,general,B
b_8122,Robinson-Eaton,Kathrynton,TX,1.5,296,"pattern, idea",A
b_8123,"Warren, Mcclain and Williams",Mendezside,MN,3.6,449,pay,A
b_8124,Jones-Martinez,Ayalaville,AZ,2.1,172,ask,B
b_8125,"Coleman, Price and Hull",South Peter,CA,1.0,35,"affect, order, fish",A
b_8126,"Moss, Mcgee and Rodriguez",Melissaside,MO,1.5,461,this,A
b_8127,Ramsey Group,New Nancyburgh,VT,4.7,115,"prepare, water",B
b_8128,Sutton PLC,South Kara,WI,4.5,249,"total, medical",B
b_8129,Jordan-Mclaughlin,Danaburgh,IN,1.9,349,"policy, notice",B
b_8130,Jackson LLC,West Aarontown,MO,4.1,427,fact,B
b_8131,Berry-Bush,Mcmillanberg,AZ,3.4,341,"detail, specific, during",B
b_8132,"Brooks, Rivera and Barnett",New Amber,MI,4.9,409,"result, develop",B
b_8133,Russo PLC,Lake Charles,NC,2.5,388,,
b_8134,Crawford Inc,Moralesland,,3.7,51,"agency, mention, pay",B
b_8135,Farmer PLC,East Kelly,VA,1.3,142,window,B
b_8136,Jones-Cox,Garciahaven,AL,2.6,326,home,B
b_8137,Zamora-Garza,Port Sarahberg,LA,4.9,53,"knowledge, appear, range",B
b_8138,Thompson and Sons,Port Michael,MI,3.2,44,"simply, wind, capital",B
b_8139,"Dunlap, Shaw and Walker",Westborough,HI,2.2,373,"understand, PM",B
b_8140,Carroll-Gonzalez,West Toddmouth,MN,1.5,356,seek,B
b_8141,"Flynn, Lopez and Ramirez",Cobbview,NE,3.8,393,"do, response, when",
b_8142,"Jacobson, Morales and Powers",Rodriguezland,ND,3.6,10,"threat, especially",B
b_8143,Todd Ltd,Taraborough,WY,2.5,235,cultural,B
b_8144,"Hill, Smith and Logan",North Eric,SD,4.8,308,end,A
b_8145,Davis and Sons,Halehaven,SC,1.1,297,cell,A
b_8146,"Merritt, Washington and Olson",North Jeffreyton,OR,2.2,245,"bag, party",A
b_8147,Castro PLC,Hillfurt,NC,4.7,368,"glass, standard",B
b_8148,Brown Group,Jeanettestad,KY,2.3,456,"there, partner",
b_8149,"Willis, Hodge and Oliver",Lake Tinaview,LA,2.0,42,"interest, tax",B
b_8150,Stephens-Greer,South Michael,WA,3.1,104,"out, up",B
b_8151,"Scott, Jennings and Le",North Bradley,NJ,4.3,214,"pretty, know, current",A
b_8152,Lopez-Hammond,Port Abigailton,ME,1.4,118,"employee, environmental, newspaper",A
b_8153,,Nelsonview,OH,4.8,331,clearly,A
b_8154,Burgess and Sons,Hunterport,LA,4.2,39,"anything, report",B
b_8155,Thornton LLC,Lake Bobby,WA,1.7,275,"image, reduce, job",A
b_8156,Pittman-Miller,Port Frederick,,3.8,32,"example, specific, learn",A
b_8157,"Short, Baldwin and Daugherty",New Jeffreytown,HI,2.5,106,"where, better",A
b_8158,"Neal, Hawkins and Boyd",West Derek,NJ,2.6,48,"order, development",A
b_8159,Goodwin LLC,East Stephanieton,MO,4.1,182,"anything, someone",A
b_8160,"Moore, Moore and Sanders",Susanburgh,WY,4.9,257,join,A
b_8161,"Parker, Brady and Norton",South Joshuaborough,ID,1.5,388,"child, present, meet",A
b_8162,King-Castro,Lake Christine,ND,2.7,422,"commercial, avoid",A
b_8163,"Ryan, Stewart and Gilbert",Cohenland,DC,2.9,423,present,B
b_8164,"Cook, Morrow and Lee",Michaelberg,AK,2.5,171,"carry, population",A
b_8165,"Wiggins, Mclaughlin and Wood",Alvarezberg,OK,2.5,189,"issue, heavy",B
b_8166,Guzman-Morgan,Gonzalesmouth,OK,1.2,112,"clear, certain",A
b_8167,Gutierrez-Wolfe,New Shawnmouth,KY,3.7,218,"public, fund, edge",B
b_8168,Foster PLC,West Curtis,MO,2.7,31,"loss, small",B
b_8169,Fields-Hutchinson,Rodriguezborough,DE,1.8,14,"ground, admit, trouble",B
b_8170,Wright-Walker,North Melindamouth,NC,4.3,148,"world, out, commercial",
b_8171,Butler-Jenkins,South Josephchester,SD,4.2,223,first,B
b_8172,"Stone, Forbes and Butler",East Jose,MD,2.9,169,yeah,B
b_8173,Woods Inc,Lake Pamela,VT,2.2,417,"several, phone, student",A
b_8174,Cordova LLC,Port Allison,NY,3.6,404,"find, character, resource",A
b_8175,Barrera-Tanner,West Bryanton,ND,2.2,148,"particularly, receive",B
b_8176,Olson PLC,Lake Mark,VA,1.9,154,"reality, instead",A
b_8177,"Chang, Castillo and Johnson",Port Nicole,MI,3.9,169,"into, or, citizen",A
b_8178,Gates Group,Ryanland,NY,1.2,92,"behavior, be, still",A
b_8179,"Jackson, Jackson and Pugh",South Mary,TN,1.4,164,"push, history",B
b_8180,"Craig, Singh and Alexander",Port Christopher,WA,1.0,297,"usually, care",B
b_8182,,New Kennethshire,AK,1.3,290,"pass, area",B
b_8183,Le-Johnson,Duarteshire,GA,5.0,73,together,A
b_8184,Ray-Lucero,,NJ,2.2,201,"instead, upon",A
b_8185,"Harris, Hernandez and Robinson",Perezland,FL,1.6,165,"perform, my, affect",A
b_8186,"Mooney, Baker and Obrien",New Timothy,DC,2.0,433,"rock, measure, thousand",A
b_8187,Jacobs-Larsen,Leahchester,MD,4.7,100,"bill, other",A
b_8188,Ward Inc,Port Harold,NM,3.1,151,,B
b_8189,"Pope, James and Richard",North Henryport,SC,2.5,51,"require, consider, time",A
b_8190,Rasmussen-Santos,West Jimmy,WY,4.5,258,,B
b_8191,Hernandez PLC,Lake Connieport,AR,2.6,304,style,A
b_8192,Jackson-Mccoy,Andrewland,NV,2.3,267,"too, three, family",A
b_8193,"King, Kemp and Davis",Woodburgh,MT,1.8,346,"happen, I, available",B
b_8194,"Williams, Rodriguez and James",East Jamestown,NY,2.5,10,"some, need, determine",B
b_8195,Rhodes and Sons,Port Carrie,GA,2.3,118,throughout,B
b_8196,Davis-Bentley,Troymouth,AZ,3.7,425,"coach, rule, financial",
b_8197,Meyers-Whitaker,Gracefurt,OR,2.2,476,"talk, PM",A
b_8198,"Cox, Stone and Brock",Jeremyborough,AZ,3.3,134,,A
b_8199,Nunez Group,East Nathaniel,ME,1.3,73,"half, series, community",B
b_8200,"Rivera, Mills and Gray",Salinaston,HI,1.8,215,cut,B
b_8201,Dominguez Ltd,Lanceville,WA,2.6,424,"family, task",B
b_8202,Contreras-Garcia,East Eric,CO,4.7,451,"according, ready, magazine",B
b_8203,Holt-Smith,Ginaside,CA,2.5,347,court,B
b_8204,Gibson-Cuevas,Robertsland,VT,3.7,253,"there, break, north",B
b_8205,Campbell-Williams,Port Christy,NC,2.0,87,or,B
b_8206,"Haas, Jimenez and Anderson",East Gloria,MD,1.5,120,international,B
b_8207,Cantu Inc,Crosbybury,MT,1.2,151,never,A
b_8208,"Frank, Griffith and Buck",Lake Kimberly,OK,2.2,225,"again, probably",A
b_8209,"Evans, Hampton and Anderson",Ellisbury,PA,1.6,462,cold,B
b_8210,"Vaughan, Hernandez and Rodriguez",Annmouth,PA,1.7,25,"rich, guy, building",A
b_8211,Stephens-Townsend,New Brian,NH,4.0,462,subject,B
b_8212,Wu-Mack,Christopherfort,HI,1.1,63,"sea, investment, develop",A
b_8213,Peters-Thompson,North Raymond,VT,3.2,150,"glass, improve",B
b_8214,Daugherty-Murphy,Port Jeffrey,OK,2.5,389,"bar, off",A
b_8215,Anderson-Allen,New Cassandra,FL,3.0,345,staff,B
b_8216,King-Bonilla,New Joshua,WV,3.3,88,"goal, get, possible",A
b_8217,"Day, Hardy and Jones",New Alison,WI,2.3,424,"treatment, away",A
b_8218,Barker-Hunt,Rileyborough,TN,2.2,462,"history, plant",B
b_8219,"Rose, Simmons and Kelley",Williamsfurt,CA,3.9,158,now,A
b_8220,"Mckenzie, Brown and Moore",North Sallymouth,WV,4.5,136,add,
b_8221,Blankenship Group,Leeborough,KS,1.8,167,stop,A
b_8222,"Harper, Chandler and Carter",Richardshire,WI,1.4,288,"work, free, call",A
b_8223,Stevens and Sons,Tammytown,MN,4.6,47,pick,B
b_8224,"Kelly, Carter and Lin",Montgomeryborough,MS,2.4,166,bill,B
b_8226,"Bass, Wilkinson and Butler",Dustinville,NE,2.4,297,"buy, risk, service",A
b_8227,"Edwards, Navarro and Thomas",North James,DC,1.5,121,change,B
b_8228,"Horne, Hill and Parker",South Joshuaberg,MI,3.4,199,"smile, voice, mission",A
b_8229,"Shepherd, Mcfarland and Russell",North Sherry,MI,3.1,115,"offer, center, while",A
b_8230,,Lake Dawnstad,VT,1.8,100,a,A
b_8231,Hill-Gardner,East Keithton,WA,2.8,363,"wide, meet, section",B
b_8232,Lambert Ltd,Garciafurt,OR,4.2,310,star,B
b_8233,"Smith, Lynn and Coleman",New Johnmouth,WA,3.4,58,admit,A
b_8234,Williams Group,East Douglas,,1.4,170,"product, oil, give",A
b_8235,"Brown, Johnson and Cline",North Susantown,AK,3.2,13,page,B
b_8236,"Lopez, Fields and Johnson",Floresburgh,PA,3.8,411,"event, article",A
b_8237,Lang-Brooks,Smithchester,IN,4.2,207,"drive, figure, need",A
b_8238,Clark-Mercado,Kellyhaven,,3.5,329,"high, evidence, smile",B
b_8239,Whitehead Inc,Alexanderside,OH,1.6,421,"seven, strategy, indicate",B
b_8240,Conley-Shannon,Velezland,GA,3.8,373,else,A
b_8241,Richardson PLC,West Kristyberg,HI,3.7,386,record,B
b_8242,"Daniels, Turner and Garcia",Lake Gabrielaside,VA,1.1,451,"matter, floor, week",A
b_8243,"George, Mitchell and Villanueva",New Thomasfort,NM,2.6,484,may,A
b_8244,Brown LLC,Williamsonfort,WA,2.3,263,"seem, lawyer",B
b_8245,Goodman-Fields,Port Crystalmouth,NC,3.7,99,"sort, way",A
b_8246,Holmes-Miller,New Alec,IN,1.9,321,"opportunity, often",B
b_8247,Martinez-Bush,,NH,3.4,29,"if, born, dinner",B
b_8248,Hoffman PLC,North Tonya,AR,4.7,86,history,B
b_8249,House Inc,North Deniseport,WV,4.2,229,"really, best, every",A
b_8251,Krueger-Black,New Sherry,OK,4.9,352,"open, marriage",A
b_8252,Johnson Inc,Port Mckenzieside,NJ,1.0,403,"office, upon",A
b_8253,"White, Garcia and Sanchez",Oliviaburgh,KY,3.5,124,"special, seven, behind",B
b_8254,Chapman Inc,North Meghan,RI,2.7,103,"head, over, note",A
b_8255,Ball Ltd,Nguyenfurt,CA,4.4,415,"friend, add",B
b_8256,Moody-Smith,Lake Omar,DE,2.0,142,"least, ok",B
b_8257,"Liu, Andrews and Trujillo",North Mathewborough,MA,4.9,181,too,
b_8258,"Johnson, Clark and Kelley",Port Melissamouth,VA,3.5,123,somebody,A
b_8259,Perez PLC,Keithfort,GA,4.2,18,"two, reduce",B
b_8260,Brown-Austin,Lake Susanfurt,OH,1.3,308,around,B
b_8261,Bowman-Osborn,Hollowayfort,MT,1.7,269,"worry, author",B
b_8262,Hudson LLC,Vasquezburgh,VA,4.0,179,"ability, well",
b_8263,Rollins-Lopez,Shannonhaven,KY,1.1,330,"section, effort",A
b_8264,Hansen-Carey,New Virginia,DC,4.3,107,front,B
b_8265,Fischer-Gomez,Port Emily,NY,1.1,178,"open, check",B
b_8266,Wright-Miles,Lawsonchester,DC,3.6,457,"number, career",B
b_8267,Wyatt PLC,East Georgebury,SC,2.5,320,chance,A
b_8268,"Pacheco, Molina and Phillips",South Suzanne,,3.4,227,"guy, bit",A
b_8269,Park-Simon,Lisaport,IL,3.8,411,church,A
b_8270,Howard-Glass,New Sharonville,AL,2.4,409,"research, beat",B
b_8271,,New Melissaberg,,1.4,352,better,A
b_8272,Rivera PLC,New Bryce,MT,1.3,439,"tell, news, resource",B
b_8273,Kim-Kennedy,South Amandaborough,MS,3.4,429,"turn, wrong",A
b_8274,Schroeder-Townsend,East Brian,WY,3.1,355,different,B
b_8275,Meyer-Wheeler,Johnsonstad,MN,4.0,459,"step, general, brother",A
b_8276,"Eaton, Wells and Kramer",Montgomerybury,OK,3.0,53,"fish, sign",A
b_8277,Collins-Weiss,Brendaborough,TN,2.7,270,environment,A
b_8278,Carroll-Wright,West Haroldfort,RI,2.6,294,evidence,A
b_8279,Forbes and Sons,Jonathanberg,MN,1.1,135,"try, camera, policy",B
b_8280,Smith-Moore,Antoniomouth,TX,2.3,269,"her, son",B
b_8281,Morris-Cook,New Briannaborough,VA,4.9,364,whether,B
b_8282,Castro-Graham,Brandymouth,DE,4.5,223,"seat, full, piece",A
b_8283,"Anderson, Keith and Howard",Graceborough,DE,2.3,314,"however, point, read",B
b_8284,"Bell, Nielsen and Schmidt",Webbtown,WI,3.4,209,truth,A
b_8285,Weaver Group,South Janice,CO,4.4,245,"expect, present",A
b_8286,Williams LLC,Port Karaport,NE,2.8,350,"clearly, difference, machine",A
b_8287,Harris Group,Port Brianmouth,OK,1.1,145,"laugh, common",B
b_8288,Shea-Rodriguez,West Jamesland,OH,1.3,387,mission,A
b_8289,Campbell-Mercado,Timothybury,MS,3.0,445,must,A
b_8290,Smith-Medina,Port Paul,ID,4.9,125,onto,A
b_8291,Marks-Coleman,South Justinville,AL,3.8,462,suffer,
b_8292,Wilkinson PLC,East Edwin,TX,1.3,414,"growth, mention, indeed",B
b_8293,Singh-Schneider,Port Mario,LA,1.8,164,,B
b_8295,Green-Ponce,West Ashley,PA,4.4,398,"have, mission",B
b_8296,Reynolds-Warren,Jonathantown,WV,3.5,350,fill,B
b_8297,"Holden, Smith and Huffman",Jonathanbury,CO,3.6,326,"life, sound",A
b_8298,Russo PLC,Markmouth,,1.1,401,expect,B
b_8299,"Newman, Franklin and Taylor",Fryport,HI,4.3,351,"really, network, hot",B
b_8300,"Gordon, Rogers and Bell",Port Spencer,RI,4.2,27,"reduce, window, material",B
b_8301,Garza-Carrillo,Lake Teresa,MD,2.0,397,war,B
b_8302,Martin PLC,Maryland,IL,3.8,13,the,B
b_8303,Peters PLC,,NJ,1.9,174,"program, from, citizen",A
b_8304,Moran Inc,New Timothy,KY,1.2,136,"nation, seven",B
b_8305,Casey Group,Jasonville,AR,1.8,408,"hospital, chair",A
b_8307,"Yu, Hernandez and Reed",South Krista,MD,2.4,420,"environmental, matter, head",A
b_8308,Hill-Hart,Lake Kathrynburgh,OH,2.7,222,"program, stock",A
b_8309,White-Smith,East Zachary,AZ,3.0,57,"kind, share",B
b_8310,Jensen and Sons,Jordanchester,TX,2.9,55,"keep, prepare, billion",B
b_8311,,Johnsonland,OH,2.1,55,agree,B
b_8312,Ellis Inc,Dakotaview,,1.1,57,"best, generation, for",A
b_8313,Villegas-Oliver,Lake Joshuamouth,NY,3.4,196,"past, color, memory",A
b_8314,Torres-Roth,Ashleytown,VT,2.6,129,"number, agree",B
b_8315,Collins-Hughes,Chelseyland,VT,2.2,141,"especially, better",A
b_8316,"Ford, Rivas and Robinson",East Bryan,ID,4.5,468,"to, vote",B
b_8317,"Davis, Perez and Ramirez",Port Michaeltown,KY,4.0,28,"day, much",A
b_8318,"Gilmore, Davis and Wilson",Smithborough,CT,4.4,450,"cultural, him, everything",B
b_8319,Moore-Lee,Stevenburgh,AK,3.0,284,your,A
b_8320,"Bailey, Knox and Lee",East Daniel,PA,1.5,484,"concern, my, word",B
b_8321,Nguyen-Moore,South William,ND,3.8,241,they,A
b_8322,Shannon-Cooper,Kristinaport,WA,1.8,51,dinner,A
b_8323,Patterson PLC,Berrymouth,GA,2.8,101,"gas, participant",B
b_8324,Ramos-Hall,West Danielmouth,ME,1.3,270,"couple, improve, baby",A
b_8325,"Harris, Perry and Wagner",East Douglaschester,VT,4.3,57,"stuff, or",A
b_8326,"Powers, Johnston and Cummings",Crystalfurt,SD,1.5,418,develop,B
b_8327,Harris Ltd,Michaelside,ND,4.6,460,"them, spring, simply",B
b_8328,Smith-Williams,Lake Susanburgh,TN,4.5,291,"network, current, use",B
b_8329,Hurley and Sons,Lake Wendy,NM,2.9,83,"north, focus",A
b_8330,Evans-Sanchez,Huntertown,LA,4.0,225,"response, recognize",A
b_8331,,South David,SD,3.5,455,"while, unit, recent",B
b_8332,"Stone, Ross and Baker",East Andreaville,NE,4.2,230,"hotel, data",A
b_8333,"Davis, Gilbert and Kelly",Murrayton,RI,2.7,118,"page, learn",A
b_8334,Baxter-Horne,Scottmouth,LA,4.1,144,machine,A
b_8335,Miller LLC,Alanfort,NH,2.8,437,"return, bar, network",
b_8336,"Nelson, Conrad and Brown",Lake Matthewville,NJ,4.8,352,"Congress, out, sense",B
b_8337,"Smith, Pierce and Stephens",Marybury,HI,2.9,247,,B
b_8338,Colon Group,New Craig,OR,2.9,164,,B
b_8339,Villegas-Griffith,Adamsville,RI,4.1,435,"like, fear, specific",A
b_8340,"Campbell, Simmons and Wood",Darinfort,IN,4.3,338,"successful, partner",B
b_8342,"Patterson, White and Taylor",,OR,1.7,396,"reason, white",A
b_8343,Lane Group,South Saraport,ME,2.9,391,"situation, southern",B
b_8344,Brown Ltd,East Christopher,UT,4.9,406,"management, affect, best",A
b_8345,"Harris, Oneal and Gutierrez",West Ashley,UT,4.0,207,join,
b_8346,George and Sons,South Kimberlyville,VA,4.2,324,factor,A
b_8347,Martin Ltd,North Diane,FL,1.1,47,"care, team, carry",A
b_8348,Robinson Group,West Lynn,HI,2.9,350,well,A
b_8349,Powell-Velazquez,Logantown,WV,3.6,348,"certainly, week",B
b_8350,"Owen, Francis and Franco",Fergusonburgh,MO,4.3,226,"when, eat, too",A
b_8351,"Davis, Shaw and Burton",Anthonyville,WV,1.2,240,site,B
b_8352,"Cruz, Nichols and Jackson",Lake Barbara,WI,4.4,461,"assume, fire",B
b_8353,"Smith, Cruz and Duncan",Patrickberg,DE,3.2,351,"note, former, history",
b_8354,"Rodriguez, Clark and Foster",New Jonathan,DC,1.8,462,"pretty, about",A
b_8355,Mendoza PLC,Lake Gregory,MT,2.3,266,consumer,B
b_8356,"Roy, Campos and Bentley",Spencerland,PA,2.1,443,"woman, loss, field",A
b_8357,Esparza LLC,West Vincentchester,FL,3.1,218,"interest, science, onto",B
b_8358,,North Derek,LA,1.2,210,"of, firm",A
b_8359,,Lake Michaeltown,OK,1.6,146,"at, soldier",A
b_8360,Carr-Clements,Gillstad,NM,4.3,137,not,A
b_8361,Johnston-Liu,Courtneyshire,UT,1.5,62,"watch, voice, decision",B
b_8362,Richmond Ltd,North Tabithaview,RI,1.9,353,"own, face",A
b_8363,Cain-Blackburn,South Malloryport,HI,2.8,403,"year, suggest, reality",A
b_8364,"Lee, Lewis and Hood",Port Randallstad,UT,3.1,93,popular,B
b_8365,"Smith, Randall and Steele",New Toddton,IN,4.1,218,number,B
b_8366,Simmons-Lee,,,2.8,342,eat,B
b_8367,Burton-Griffith,Petersville,LA,4.2,294,strategy,A
b_8368,Craig Ltd,New Elizabethstad,MD,3.5,45,road,B
b_8369,Murphy-Stone,Port Marcus,OK,1.5,224,"land, Democrat, every",B
b_8370,"Sweeney, Avery and Turner",Robertmouth,WV,1.6,36,"into, law, fly",B
b_8371,Villa Ltd,Sandramouth,SC,2.7,155,finally,A
b_8372,"Martinez, Smith and Adams",Meyersmouth,KY,2.6,27,"type, media",A
b_8373,"Benson, Parker and Parker",Calhounstad,LA,4.0,127,"once, agent",A
b_8374,"Dunn, Stout and Richardson",Lake Timothyshire,MA,3.3,146,notice,B
b_8375,Clark-Kemp,Lake Marvin,MT,2.6,76,"executive, those, dark",A
b_8376,Mason Group,Justinville,GA,1.7,400,"despite, challenge, radio",A
b_8377,Freeman-Roberts,New Kelseyland,VT,1.9,323,"end, financial",B
b_8378,Smith LLC,West Stephaniechester,,3.3,472,"only, subject",A
b_8379,Becker-Brown,Lake Bradley,CO,2.7,39,"break, check, trial",A
b_8381,Knight-Alexander,Singhland,MI,1.7,132,baby,B
b_8382,Ellis and Sons,Lake Joseph,AL,3.7,454,key,B
b_8383,Garcia-Gibbs,West Lauraburgh,IL,4.4,498,"really, director",B
b_8384,Lee-Mcintosh,Lake Gregory,OH,2.0,484,sense,B
b_8385,"Jimenez, Kramer and Stafford",Sandrachester,MA,3.0,237,"guess, far",B
b_8386,Richardson Ltd,,SD,4.9,347,"include, visit, evening",B
b_8387,Crawford Ltd,South Stephanie,NM,2.3,488,top,B
b_8388,Estrada-Moreno,Tammystad,WA,3.4,282,"arrive, painting",A
b_8389,Dean-Sherman,West Jenniferbury,,1.4,255,into,A
b_8390,Jensen-Mckinney,Travisberg,NV,3.4,446,let,A
b_8391,"Monroe, Hicks and Wilson",New Raymond,LA,1.4,399,"former, should, program",A
b_8392,"Meyer, House and Allen",Lake Sandyhaven,SD,4.8,48,"game, suggest, professional",A
b_8393,White LLC,West Jeffreymouth,WV,3.9,418,"seem, as, focus",B
b_8394,"Diaz, Young and Anderson",West Rachel,MD,4.2,179,"drug, but",B
b_8395,"Butler, Calhoun and Ellis",Reynoldsstad,AR,3.8,435,"score, commercial, by",B
b_8396,Joseph PLC,West Donaldmouth,ID,3.4,324,"information, decade, game",A
b_8397,"Mills, Smith and Gonzalez",Port Donna,AZ,2.8,111,agree,A
b_8398,Adkins-Johnson,North Leslie,DE,4.4,303,"early, pull, write",B
b_8399,Sanchez-Cox,East Shannonshire,WI,4.8,424,"gas, natural, agree",B
b_8400,"Bell, Edwards and Rodriguez",West Catherine,IL,3.0,252,left,A
b_8401,Robinson Inc,Port Alicia,WA,4.7,166,child,A
b_8402,Mayer Inc,Port Tracyfort,NY,3.3,369,west,B
b_8403,"Ruiz, Wright and Williams",South Brianshire,MS,3.2,274,"since, represent, indicate",A
b_8404,Davis Ltd,Brandonborough,MI,2.8,266,well,A
b_8405,Vargas-Johnson,North Spencer,MT,1.8,473,"professional, option",B
b_8406,"Nolan, Santos and Bruce",New Brandon,IA,1.0,367,"poor, tell, beautiful",
b_8407,Thompson-Gonzalez,South Josephburgh,ND,2.0,352,us,
b_8408,Henderson Inc,Mckeefort,ME,3.0,132,"personal, popular",B
b_8409,"Meza, Barry and Green",,PA,2.5,465,"natural, college, them",B
b_8410,Marsh-Martinez,Andrewville,MS,2.8,56,meet,A
b_8411,Petersen-Poole,South Thomaschester,NM,4.9,341,top,A
b_8412,,North Davidshire,LA,2.4,19,"first, star, cost",B
b_8413,Donaldson-Benitez,Morrismouth,ND,2.8,153,"tonight, hundred, article",A
b_8414,Morales PLC,Lake Michael,CA,1.5,440,page,B
b_8415,Miranda-Rojas,New Jessicaside,,1.2,308,customer,B
b_8416,"Reeves, Hardin and Burns",Troyton,WI,4.1,161,continue,A
b_8417,Golden-Watts,West Caleb,IA,3.3,496,"when, speak, strong",B
b_8418,West Ltd,Lake Michael,MT,4.0,145,doctor,A
